id,project_is_approved
p091175,0.829
p192661,0.8525
p254171,0.7915
p056473,0.8594
p186773,0.772
p005448,0.6084
p127039,0.7617
p019902,0.8477
p109258,0.8
p256814,0.4558
p086119,0.866
p085718,0.782
p000341,0.715
p153871,0.6885
p015527,0.833
p180082,0.8086
p114608,0.841
p255258,0.7715
p074885,0.598
p158107,0.8022
p194785,0.574
p053919,0.7607
p118270,0.7344
p173735,0.8335
p166438,0.8047
p229032,0.8047
p126693,0.806
p093408,0.7026
p078376,0.794
p256718,0.7603
p257276,0.796
p139883,0.8506
p112417,0.656
p006285,0.8604
p158702,0.824
p180517,0.8213
p103302,0.866
p085035,0.657
p052579,0.7954
p034767,0.7856
p164787,0.5063
p068805,0.798
p099314,0.7554
p247448,0.6177
p010132,0.8306
p149889,0.845
p244732,0.8213
p132573,0.7744
p022004,0.822
p232062,0.705
p227193,0.8657
p001484,0.8076
p212354,0.4712
p218435,0.81
p070650,0.7886
p088920,0.672
p121609,0.8296
p050858,0.867
p132912,0.739
p150879,0.6094
p243365,0.825
p114677,0.7554
p228243,0.8296
p042290,0.8384
p104397,0.8
p042280,0.803
p137702,0.75
p084377,0.8423
p041654,0.7695
p119772,0.6997
p098282,0.6406
p087508,0.7944
p107066,0.6885
p241315,0.4993
p034181,0.654
p079792,0.794
p206611,0.845
p233647,0.8345
p072113,0.8115
p085444,0.8115
p028452,0.8213
p104178,0.7334
p097168,0.596
p211339,0.8555
p109077,0.7407
p074743,0.743
p207729,0.7236
p204533,0.752
p207665,0.6343
p217044,0.8047
p185822,0.7827
p223903,0.846
p253408,0.798
p021838,0.713
p073176,0.6294
p097703,0.835
p177982,0.843
p209800,0.7964
p197472,0.7017
p176198,0.8096
p010602,0.8633
p045059,0.7866
p004465,0.7656
p201661,0.616
p247377,0.7407
p011839,0.793
p181589,0.7896
p222352,0.803
p033095,0.8154
p152161,0.8486
p146348,0.5205
p081351,0.7744
p104086,0.862
p129944,0.8564
p139971,0.6924
p019840,0.7075
p078847,0.8057
p187359,0.811
p014981,0.8555
p078888,0.7227
p197493,0.814
p223807,0.806
p175173,0.692
p184290,0.858
p240381,0.8447
p192045,0.8633
p067483,0.8564
p065985,0.796
p097988,0.8164
p014378,0.7896
p207504,0.8374
p124497,0.7197
p041514,0.8135
p053087,0.8447
p019766,0.669
p042248,0.841
p162955,0.7803
p051634,0.8047
p042928,0.6577
p218938,0.815
p096669,0.6895
p227913,0.832
p128332,0.786
p156792,0.7607
p072391,0.762
p185449,0.8
p166909,0.778
p044691,0.8525
p101409,0.7734
p041121,0.8525
p238590,0.861
p222387,0.6626
p234051,0.823
p144094,0.7295
p091725,0.58
p146744,0.831
p217132,0.819
p038548,0.8486
p163490,0.8545
p064027,0.788
p252418,0.802
p097793,0.7324
p127908,0.8
p033793,0.4663
p041765,0.8203
p087059,0.7866
p139864,0.589
p236252,0.8633
p100085,0.6787
p099517,0.7534
p105054,0.796
p129742,0.7305
p208479,0.707
p216392,0.7803
p142815,0.8203
p241790,0.866
p056395,0.7603
p121254,0.7817
p083120,0.819
p136618,0.7207
p060713,0.8584
p178996,0.8037
p005636,0.854
p093473,0.8594
p189408,0.7866
p037253,0.7744
p077833,0.8604
p217127,0.846
p035918,0.7954
p195304,0.714
p184006,0.8467
p053912,0.8486
p249361,0.757
p228033,0.732
p120177,0.738
p205087,0.8
p065516,0.7866
p251979,0.835
p116508,0.678
p219918,0.62
p147330,0.7705
p248641,0.797
p188743,0.8086
p232753,0.7197
p155252,0.7197
p034381,0.7935
p000855,0.7656
p122818,0.814
p143606,0.8096
p219622,0.803
p226159,0.509
p220735,0.8135
p224764,0.79
p210363,0.692
p148574,0.768
p212574,0.503
p219336,0.7993
p236757,0.833
p113674,0.8447
p208748,0.814
p036325,0.841
p001219,0.8374
p019963,0.8657
p012286,0.819
p128031,0.729
p181273,0.7944
p228160,0.7656
p198162,0.827
p010888,0.8345
p143333,0.7593
p241664,0.846
p105195,0.7065
p023056,0.5527
p177916,0.7534
p009005,0.664
p196258,0.787
p214997,0.7153
p137578,0.832
p067204,0.8545
p148065,0.7524
p146297,0.8096
p184635,0.747
p218157,0.745
p226936,0.8486
p026264,0.794
p230219,0.7983
p042040,0.818
p031495,0.716
p241951,0.7256
p213119,0.7373
p058032,0.794
p006519,0.742
p164910,0.843
p174119,0.6846
p032059,0.7046
p163776,0.758
p096322,0.815
p065487,0.6084
p097627,0.854
p055152,0.716
p249493,0.778
p208294,0.7607
p015148,0.5156
p123415,0.845
p152876,0.8047
p116942,0.763
p068889,0.6094
p085299,0.733
p079235,0.7456
p103973,0.846
p148248,0.8696
p211888,0.7847
p009471,0.763
p092215,0.828
p147914,0.714
p223502,0.8525
p102524,0.7993
p237245,0.815
p048211,0.8228
p192594,0.7095
p045414,0.7314
p046340,0.8335
p191783,0.7983
p094757,0.845
p038959,0.6484
p058620,0.772
p192466,0.7607
p197025,0.8555
p159919,0.849
p018322,0.8174
p108689,0.854
p210835,0.7075
p106448,0.819
p249270,0.815
p016889,0.782
p040535,0.6904
p221436,0.702
p252788,0.7964
p178590,0.792
p002105,0.7617
p111215,0.811
p153809,0.8423
p136364,0.778
p064316,0.841
p045197,0.8
p124829,0.846
p209156,0.867
p065013,0.698
p045231,0.6455
p100288,0.72
p031464,0.715
p113289,0.8438
p117143,0.645
p229301,0.4675
p078655,0.802
p224758,0.7095
p039688,0.7407
p001540,0.8413
p143087,0.7227
p020642,0.623
p124035,0.8174
p203040,0.833
p061998,0.573
p235499,0.735
p046971,0.641
p206955,0.784
p178452,0.845
p142364,0.694
p053540,0.828
p124937,0.701
p119018,0.745
p000157,0.8164
p220155,0.843
p137944,0.8633
p141499,0.796
p048850,0.753
p200050,0.831
p099920,0.868
p223762,0.646
p021241,0.7397
p153453,0.7495
p204229,0.8047
p002626,0.8047
p020711,0.828
p071519,0.766
p204935,0.827
p023511,0.823
p071406,0.781
p030547,0.7676
p236657,0.384
p184656,0.529
p067503,0.8438
p076599,0.8477
p089074,0.8604
p055453,0.79
p139328,0.6353
p208968,0.7686
p002749,0.6924
p174178,0.7617
p105305,0.827
p245431,0.819
p128746,0.782
p051923,0.829
p175721,0.8125
p141223,0.8447
p209236,0.8154
p167949,0.839
p144580,0.679
p148508,0.7017
p040285,0.823
p255901,0.8257
p076050,0.846
p203493,0.823
p177206,0.6885
p246769,0.8213
p089435,0.825
p224769,0.755
p020437,0.483
p197991,0.7593
p094460,0.6436
p249184,0.815
p113797,0.8735
p089926,0.8
p043569,0.802
p106653,0.776
p122795,0.7964
p168410,0.827
p094641,0.7656
p131396,0.702
p145834,0.7
p163359,0.8203
p248284,0.5825
p198336,0.8438
p039392,0.836
p116103,0.7437
p007013,0.708
p246365,0.659
p031862,0.5903
p057169,0.5806
p113992,0.8267
p177589,0.782
p053595,0.783
p195970,0.8306
p162775,0.8477
p020715,0.8047
p055399,0.6787
p170111,0.831
p057193,0.7207
p012815,0.7686
p060915,0.8525
p074675,0.8374
p230410,0.722
p196664,0.624
p026826,0.839
p106945,0.829
p056997,0.745
p048707,0.764
p049393,0.7705
p029744,0.828
p254903,0.843
p137968,0.7725
p167990,0.8623
p024721,0.801
p117630,0.4844
p051830,0.831
p136585,0.569
p089751,0.8296
p131552,0.8
p072309,0.4595
p087218,0.7227
p115313,0.508
p104224,0.8257
p061626,0.8525
p012000,0.7734
p091153,0.84
p247255,0.823
p241234,0.5493
p216123,0.759
p206047,0.825
p042087,0.8267
p020207,0.861
p254036,0.7944
p004083,0.701
p127557,0.7783
p097962,0.8525
p189947,0.7593
p186106,0.665
p253210,0.846
p248708,0.85
p178246,0.833
p228978,0.713
p035568,0.8047
p097664,0.7124
p158443,0.853
p067169,0.779
p043477,0.8057
p013552,0.762
p004535,0.788
p200154,0.7783
p195162,0.737
p197342,0.8545
p181588,0.744
p236836,0.7666
p157230,0.8467
p180852,0.75
p148868,0.8125
p145811,0.7334
p094617,0.819
p099327,0.7876
p201292,0.846
p238540,0.7744
p077949,0.7173
p247510,0.867
p033076,0.6577
p256480,0.776
p076769,0.591
p062521,0.7803
p076054,0.632
p124278,0.8213
p206560,0.861
p086388,0.8193
p135523,0.8335
p056186,0.542
p135913,0.8413
p255466,0.597
p011944,0.4329
p169028,0.77
p007872,0.7695
p250842,0.8154
p135510,0.823
p108985,0.746
p245638,0.797
p034008,0.841
p156741,0.8164
p230621,0.7285
p086259,0.81
p121630,0.736
p090584,0.8096
p146782,0.768
p078643,0.7563
p050414,0.798
p219184,0.591
p229229,0.5537
p193613,0.4617
p117414,0.823
p112114,0.833
p209691,0.845
p009360,0.7964
p254068,0.7236
p177866,0.7866
p173135,0.833
p257491,0.836
p064520,0.7017
p064901,0.58
p163146,0.749
p150965,0.841
p175930,0.757
p135491,0.756
p111598,0.825
p063022,0.7217
p225619,0.8125
p214363,0.3762
p259744,0.784
p258350,0.7407
p022962,0.6543
p013411,0.802
p009502,0.8525
p073028,0.828
p047973,0.8154
p104551,0.725
p217620,0.801
p199884,0.6997
p124793,0.663
p156660,0.796
p098242,0.8447
p259010,0.5645
p086558,0.587
p158022,0.823
p202231,0.868
p149156,0.7983
p029467,0.7124
p152032,0.629
p122840,0.846
p024645,0.553
p124167,0.793
p241316,0.7705
p046379,0.702
p113280,0.8164
p183113,0.6797
p038727,0.547
p100041,0.6646
p030392,0.7954
p088141,0.824
p212210,0.8154
p112526,0.806
p014522,0.8438
p028621,0.725
p108505,0.862
p061556,0.8306
p218884,0.686
p058425,0.806
p192422,0.8125
p032720,0.8096
p068000,0.7896
p087904,0.8477
p199278,0.8438
p205243,0.8564
p140121,0.6396
p250008,0.7407
p224866,0.7305
p247101,0.858
p258581,0.811
p009757,0.676
p064907,0.862
p245071,0.4402
p000726,0.758
p215139,0.8203
p112968,0.846
p175695,0.677
p148311,0.7163
p156499,0.8564
p099284,0.827
p132455,0.825
p253487,0.693
p120462,0.8477
p102609,0.5522
p160645,0.833
p104179,0.797
p000666,0.833
p036209,0.7017
p135102,0.849
p134193,0.794
p175806,0.7324
p076194,0.6865
p254862,0.629
p192299,0.8296
p058811,0.6797
p140571,0.759
p053238,0.7764
p206579,0.669
p160818,0.8076
p027854,0.836
p116776,0.8174
p186365,0.8164
p165331,0.792
p246564,0.6875
p138124,0.8423
p110953,0.822
p186214,0.7715
p044778,0.79
p257962,0.81
p084487,0.85
p221290,0.797
p181360,0.7393
p114370,0.798
p169726,0.6504
p088261,0.7783
p089733,0.765
p143200,0.846
p089333,0.6445
p067206,0.6826
p136629,0.752
p123285,0.846
p045613,0.783
p091258,0.7046
p109990,0.704
p034945,0.866
p209215,0.698
p180896,0.782
p020986,0.694
p029081,0.862
p149371,0.8545
p092316,0.745
p248888,0.749
p091658,0.618
p032913,0.822
p054741,0.8076
p088809,0.689
p000884,0.8306
p250108,0.773
p141013,0.8438
p223746,0.822
p198971,0.81
p210354,0.7935
p185480,0.7515
p020002,0.8525
p004176,0.8438
p139424,0.6807
p133590,0.704
p028969,0.4048
p056535,0.8125
p160239,0.657
p107783,0.7646
p041410,0.8384
p012368,0.788
p244769,0.759
p212460,0.829
p219249,0.6924
p148412,0.651
p164417,0.8203
p142374,0.8115
p046842,0.811
p076648,0.811
p161830,0.6025
p014015,0.8647
p165474,0.544
p056483,0.8374
p000532,0.7383
p194930,0.786
p096974,0.661
p017548,0.8164
p221036,0.8213
p243890,0.8076
p203836,0.7314
p179365,0.8413
p130248,0.7324
p256311,0.836
p239758,0.8335
p051974,0.749
p110368,0.8423
p194208,0.8467
p145258,0.8438
p199434,0.8086
p002850,0.714
p222550,0.7354
p053816,0.8086
p125835,0.785
p164096,0.8525
p075105,0.797
p124229,0.824
p093763,0.806
p094690,0.684
p258365,0.7363
p022588,0.839
p242099,0.854
p218124,0.5596
p213245,0.8037
p099429,0.6846
p159954,0.708
p155453,0.8447
p198478,0.836
p059565,0.8545
p220176,0.7593
p175848,0.7173
p041405,0.779
p197041,0.622
p253509,0.814
p124739,0.8516
p118282,0.792
p005286,0.676
p246944,0.535
p078030,0.662
p013257,0.758
p197157,0.8086
p257172,0.8438
p083458,0.7295
p092170,0.779
p195815,0.87
p036972,0.8228
p001080,0.7754
p144625,0.7812
p010260,0.853
p007734,0.8174
p227563,0.7793
p225936,0.628
p119988,0.698
p196189,0.6543
p180227,0.482
p176336,0.8374
p163516,0.8174
p157886,0.7324
p144904,0.803
p129205,0.79
p043372,0.8203
p110068,0.5835
p007341,0.8047
p228272,0.763
p050657,0.5986
p018289,0.8623
p253075,0.8516
p035816,0.829
p116074,0.8413
p245626,0.712
p226048,0.6543
p245435,0.7295
p134914,0.7646
p061557,0.7827
p037533,0.7495
p090538,0.704
p007729,0.7124
p169881,0.8477
p012192,0.5435
p239204,0.8516
p245090,0.854
p007251,0.754
p230912,0.831
p007283,0.677
p238895,0.78
p011941,0.7095
p214398,0.8076
p214516,0.5723
p125508,0.845
p153948,0.8296
p006182,0.6553
p187280,0.628
p048932,0.6313
p066118,0.801
p096752,0.7656
p085233,0.737
p205770,0.792
p159463,0.7915
p074489,0.8516
p046662,0.8267
p157897,0.7236
p025188,0.8467
p023274,0.8125
p164405,0.8037
p142465,0.793
p111439,0.6196
p064680,0.854
p142809,0.8525
p006247,0.8335
p096942,0.77
p006643,0.8438
p011099,0.8267
p053046,0.843
p092138,0.6143
p249750,0.628
p109566,0.8228
p195570,0.7744
p152325,0.5327
p184563,0.828
p257519,0.758
p239603,0.85
p100017,0.613
p032737,0.776
p251043,0.6787
p041341,0.552
p153867,0.8604
p163754,0.78
p114663,0.8
p119245,0.8076
p026989,0.8267
p234149,0.7954
p086050,0.786
p015894,0.786
p149358,0.5684
p215530,0.803
p019705,0.8438
p164001,0.8076
p149741,0.8164
p241012,0.807
p236428,0.8174
p254247,0.6694
p088054,0.7275
p165236,0.8296
p075408,0.668
p245303,0.629
p218679,0.759
p186795,0.721
p047683,0.806
p090548,0.8096
p210440,0.85
p065716,0.5127
p055864,0.7764
p189758,0.4429
p125661,0.664
p098104,0.823
p195543,0.728
p192258,0.7954
p220168,0.853
p085191,0.5244
p086029,0.706
p022535,0.708
p007921,0.7188
p074011,0.7876
p013199,0.8467
p073895,0.8267
p142700,0.7466
p140592,0.578
p226024,0.704
p236281,0.7925
p005221,0.7354
p056472,0.871
p183663,0.71
p143574,0.829
p184253,0.7705
p241669,0.757
p197335,0.653
p006030,0.819
p191788,0.825
p259028,0.603
p001094,0.541
p028645,0.7993
p020094,0.762
p060838,0.8115
p154850,0.621
p116757,0.579
p080932,0.7227
p074445,0.807
p142125,0.761
p006057,0.835
p226378,0.554
p096326,0.6025
p215745,0.7686
p125924,0.825
p212112,0.846
p083206,0.822
p208197,0.6274
p024945,0.794
p081296,0.8335
p170010,0.7236
p202766,0.75
p030310,0.77
p089828,0.778
p018497,0.823
p103940,0.7983
p208004,0.8555
p009711,0.775
p126522,0.6655
p194545,0.8564
p238444,0.4058
p224946,0.7227
p099914,0.7695
p146611,0.7783
p060469,0.801
p029111,0.7363
p211742,0.8423
p078771,0.7334
p223177,0.63
p126111,0.672
p047518,0.824
p099964,0.416
p037604,0.7393
p043841,0.4211
p182378,0.8047
p021065,0.827
p254668,0.7314
p017238,0.84
p210994,0.8726
p072800,0.7905
p088063,0.6914
p076038,0.7783
p127239,0.724
p054326,0.7188
p032113,0.7197
p129276,0.785
p242627,0.553
p122350,0.8037
p063394,0.7725
p024343,0.8086
p141770,0.8477
p230910,0.837
p048847,0.703
p010600,0.704
p144900,0.4902
p252705,0.845
p209242,0.7476
p004828,0.765
p011338,0.8047
p038108,0.7705
p199462,0.8306
p080226,0.845
p092698,0.7993
p048970,0.766
p121665,0.796
p063410,0.786
p242564,0.8174
p053037,0.827
p245860,0.8584
p082390,0.868
p124591,0.7227
p108643,0.783
p029115,0.6787
p248626,0.8657
p218192,0.4028
p257834,0.7256
p096524,0.6875
p033706,0.669
p159212,0.8525
p168949,0.85
p023244,0.786
p231388,0.8447
p189968,0.6904
p169025,0.377
p030519,0.71
p132908,0.663
p235217,0.5693
p184397,0.6562
p220758,0.79
p104835,0.782
p242011,0.7446
p086779,0.7983
p000948,0.766
p122491,0.8154
p162636,0.7163
p176742,0.7896
p043069,0.831
p085458,0.7427
p150416,0.8374
p192626,0.8174
p162233,0.6626
p028637,0.616
p099251,0.837
p105221,0.654
p097753,0.823
p003718,0.837
p066934,0.814
p219110,0.7666
p173241,0.8203
p032544,0.871
p236076,0.7188
p228031,0.7534
p067678,0.854
p022344,0.616
p229494,0.761
p182044,0.8193
p013008,0.7217
p220709,0.814
p152081,0.822
p133252,0.846
p203521,0.756
p236659,0.84
p082991,0.757
p070028,0.8506
p000321,0.823
p086855,0.7607
p009299,0.8076
p216664,0.829
p008114,0.6055
p221185,0.8125
p027086,0.8594
p187786,0.823
p031921,0.8296
p178872,0.85
p116934,0.761
p063324,0.8047
p128289,0.807
p097821,0.8335
p117249,0.604
p045221,0.8096
p048760,0.5845
p079104,0.7334
p236277,0.538
p105817,0.7314
p017836,0.771
p124732,0.8096
p013796,0.849
p126129,0.7334
p075117,0.658
p225980,0.794
p175353,0.752
p171455,0.7935
p223735,0.6494
p055881,0.758
p168361,0.702
p197807,0.8467
p147365,0.699
p031372,0.8
p101649,0.584
p189276,0.819
p011314,0.836
p159022,0.784
p107840,0.6875
p254504,0.802
p135575,0.71
p064961,0.8193
p232655,0.745
p072964,0.796
p066923,0.836
p149377,0.8384
p174549,0.8467
p194079,0.6787
p233846,0.7705
p246237,0.4624
p223140,0.579
p158760,0.8125
p238310,0.784
p123993,0.815
p225606,0.7446
p007100,0.8203
p148336,0.748
p128282,0.557
p048176,0.5796
p212099,0.704
p059455,0.828
p138077,0.8345
p130542,0.7686
p080397,0.754
p104618,0.7993
p057700,0.784
p085767,0.806
p202279,0.788
p026024,0.704
p184037,0.7017
p214918,0.7783
p145354,0.697
p180456,0.839
p146593,0.7593
p003454,0.7266
p016308,0.775
p005543,0.6533
p020872,0.5786
p222867,0.583
p126690,0.854
p210023,0.8477
p221203,0.8193
p046986,0.7812
p097244,0.7983
p128966,0.639
p230300,0.8115
p240067,0.8057
p246312,0.7734
p129340,0.7666
p110581,0.719
p207067,0.836
p256091,0.6123
p031786,0.831
p014445,0.7744
p184463,0.8647
p098163,0.716
p155321,0.818
p176628,0.8384
p146670,0.8657
p154276,0.7856
p058062,0.854
p100579,0.8267
p241233,0.615
p108679,0.7646
p120596,0.7197
p050551,0.811
p143653,0.8022
p149112,0.8657
p249885,0.7153
p166325,0.849
p011589,0.736
p057166,0.5225
p174622,0.7124
p171396,0.7236
p135330,0.4937
p101674,0.6377
p098340,0.7075
p079166,0.8545
p098618,0.759
p250759,0.8413
p067325,0.846
p153776,0.5205
p212324,0.832
p244511,0.833
p201517,0.798
p056275,0.6094
p221791,0.7754
p003938,0.8
p078660,0.65
p162979,0.7827
p043869,0.677
p172864,0.7734
p132792,0.839
p234441,0.7334
p237616,0.72
p184098,0.866
p000351,0.7056
p203297,0.7944
p148605,0.5493
p252258,0.8525
p164274,0.597
p097445,0.757
p083580,0.7686
p028841,0.8633
p152370,0.846
p136734,0.7437
p160445,0.8306
p043573,0.8125
p227998,0.728
p260058,0.8413
p211486,0.7173
p243216,0.797
p165766,0.846
p109423,0.803
p029645,0.6978
p210650,0.8164
p226780,0.8413
p170244,0.8125
p064134,0.8335
p034274,0.3418
p138041,0.515
p237681,0.7617
p181849,0.803
p020012,0.8076
p142112,0.833
p221312,0.767
p192876,0.659
p209284,0.7866
p110914,0.745
p091495,0.8115
p130425,0.841
p224823,0.556
p092106,0.659
p220972,0.664
p177242,0.7285
p195102,0.8022
p062742,0.792
p115954,0.618
p086828,0.8213
p203067,0.784
p026457,0.6045
p073312,0.612
p136300,0.732
p028064,0.8057
p102920,0.827
p119845,0.6787
p221877,0.828
p231426,0.6143
p210275,0.7007
p219260,0.763
p132853,0.7676
p239484,0.793
p217430,0.739
p107689,0.6523
p231184,0.835
p188158,0.8203
p190137,0.828
p075272,0.7188
p000052,0.8413
p201845,0.861
p202213,0.795
p192496,0.7124
p127348,0.74
p004899,0.79
p072242,0.78
p140313,0.8125
p081001,0.862
p232479,0.698
p150012,0.797
p049450,0.85
p238074,0.6562
p081999,0.7715
p202164,0.632
p222316,0.8125
p090452,0.8154
p192468,0.845
p233186,0.585
p051322,0.832
p055072,0.675
p232675,0.818
p252051,0.7837
p198256,0.6943
p255995,0.8213
p116205,0.8374
p075845,0.8267
p090745,0.81
p216303,0.8
p083288,0.8516
p050662,0.7983
p235035,0.747
p133658,0.861
p060112,0.8086
p095910,0.4512
p080296,0.796
p162061,0.8506
p131114,0.849
p052887,0.8486
p227891,0.7725
p010749,0.8047
p089223,0.7266
p183869,0.794
p070805,0.829
p050526,0.824
p144553,0.8525
p201423,0.6045
p050241,0.803
p001395,0.726
p179574,0.715
p186662,0.8345
p217399,0.556
p078113,0.7603
p175055,0.738
p209951,0.738
p158865,0.803
p161166,0.811
p098952,0.7383
p034240,0.8335
p116551,0.5996
p145596,0.4524
p036877,0.755
p073253,0.6816
p065794,0.802
p025438,0.782
p101575,0.687
p107027,0.85
p198034,0.7754
p087663,0.779
p107701,0.858
p131510,0.631
p162938,0.7476
p256352,0.7036
p243693,0.772
p242369,0.375
p183991,0.853
p232096,0.712
p076808,0.668
p003175,0.786
p101098,0.858
p229008,0.786
p252122,0.735
p042715,0.832
p242508,0.781
p104767,0.8335
p016427,0.6895
p094862,0.8584
p023158,0.7925
p012784,0.8545
p221792,0.839
p169712,0.8203
p221328,0.828
p130790,0.843
p079964,0.66
p003328,0.7583
p010303,0.753
p030008,0.8257
p096321,0.7827
p242373,0.671
p159066,0.741
p208639,0.8384
p059496,0.8486
p128384,0.7534
p165556,0.8164
p023080,0.8447
p187252,0.825
p055477,0.4304
p207228,0.5127
p089336,0.7876
p114741,0.7627
p080186,0.829
p157664,0.8047
p032052,0.657
p203781,0.833
p116734,0.6807
p227114,0.755
p017549,0.718
p149170,0.8037
p144140,0.587
p233268,0.8594
p038124,0.746
p206987,0.6704
p172067,0.5557
p129180,0.8115
p188340,0.5894
p192475,0.828
p139800,0.586
p077612,0.751
p055653,0.69
p154969,0.782
p068006,0.8135
p115947,0.823
p116081,0.7
p095660,0.661
p115818,0.7915
p173701,0.687
p157089,0.8037
p165497,0.801
p023131,0.8467
p082629,0.824
p184704,0.532
p201819,0.8345
p097253,0.857
p240888,0.8306
p039661,0.841
p136680,0.7993
p231132,0.762
p059209,0.7983
p166260,0.854
p108747,0.5645
p148447,0.846
p210249,0.754
p165371,0.8047
p097159,0.829
p040152,0.628
p190840,0.8306
p229553,0.8506
p147318,0.792
p082688,0.5713
p239937,0.8164
p103067,0.8203
p139144,0.8086
p176140,0.7935
p246421,0.6494
p025031,0.7783
p205217,0.8296
p022550,0.715
p126012,0.4934
p000680,0.853
p184035,0.663
p150613,0.6763
p129627,0.6865
p233278,0.783
p228932,0.8594
p126803,0.7744
p238076,0.8477
p031397,0.8584
p069774,0.6353
p242368,0.728
p123712,0.827
p194179,0.5527
p226424,0.8384
p015893,0.5713
p081147,0.5625
p147823,0.822
p198839,0.785
p132472,0.8774
p117602,0.8164
p243667,0.8545
p015117,0.7397
p175125,0.706
p069222,0.782
p221682,0.8296
p171142,0.719
p215275,0.6323
p082996,0.8477
p204838,0.8726
p162540,0.794
p092549,0.7827
p021618,0.798
p082842,0.8125
p150920,0.7134
p088361,0.694
p149270,0.659
p217337,0.478
p126476,0.8643
p211233,0.7646
p217530,0.8384
p070711,0.845
p136625,0.7827
